,Molecule Name,Pubchem ID #,Note,SMILES String,Other SMILES,Method,Contributor,Detection Threshold,Detection Units,Normalized Detection Threshold,Molecule Odour,Resources,N
440,"(-)-androsta-4,16-dien-3-one",196941,,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C,,,,,,,odorless,,220
441,"(+)-androsta-4,16-dien-3-one",196941,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC=C2,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC=C2,Cactus,DW,9.80E-01,ppb,0.98,very persistent odor of urine & sweat,,220
442,"(1\\\'R,E)-(+)-2-Methyl-4-(2\\\',2\\\',3\\\'-trimethyl-cyclopent-3-enyl)-but-2-en-1-ol",6438196,http://www.thegoodscentscompany.com/data/rw1009652.html,C\\C(CO)=C/C[C@H]1CC=C(C)C1(C)C,C\\C(CO)=C/C[C@H]1CC=C(C)C1(C)C,ChemDraw + Cactus,DW,5.40E+01,ppb,54.0,fresh and strong sandalwood oil odor associated with green trees,,221
443,"(1\\\'S,E)-(-)-2-Methyl-4-(2\\\',2\\\',3\\\'-trimethyl-cyclopent-3-enyl)-but-2-en-1-ol",6438196,"""""",C\\C(CO)=C/C[C@@H]1CC=C(C)C1(C)C,C\\C(CO)=C/C[C@@H]1CC=C(C)C1(C)C,ChemDraw + Cactus,DW,4.24E+02,ppb,424.0,dry and weak sandalwood oil odor with a milky and floral note,,221
444,"(1\\\'R,E)-(-)-2-Ethyl-4-(2\\\',2\\\',3\\\'-trimethyl-cyclopent-3-enyl)-but-2-en-1-ol",119898,https://pubchem.ncbi.nlm.nih.gov/compound/119898,CC\\C(CO)=C/C[C@H]1CC=C(C)C1(C)C,CC\\C(CO)=C/C[C@H]1CC=C(C)C1(C)C,ChemDraw + Cactus,DW,8.50E-01,ppb,0.85,"clean, bright and strong sandalwood oil odor with richness and a woody note",,222
445,"(1\\\'S,E)-(-)-2-Ethyl-4-(2,2,3-trimethyl-cyclopent-3-enyl)-but-2-en-1-ol",119898,"""""",CC\\C(CO)=C/C[C@@H]1CC=C(C)C1(C)C,CC\\C(CO)=C/C[C@@H]1CC=C(C)C1(C)C,ChemDraw + Cactus,DW,4.40E+01,ppb,44.0,milky sandalwood oil odor with a cedar character,,222
446,"(-)-(2R)-2-methyl-4-[(1R)-2,2,3-trimethylcyclopent-3-en-1-yl]butan-1-ol",1747970,,CC1=CC[C@H](C1(C)C)CC[C@@H](C)CO,,,,1.87E+01,ppb,18.7,peculiar sandalwood\\\'s strongly excellent smell,,223
447,"(+)-(2S)-2-methyl-4-[(1S)-2,2,3-trimethylcyclopent-3-en-1-yl]butan-1-ol",1747973,,CC1=CC[C@@H](C1(C)C)CC[C@H](C)CO,,,,1.66E+02,ppb,166.0,weak and less preferred enantiomer,,223
448,"(+)-(2R)-2-methyl-4-[(1S)-2,2,3-trimethylcyclopent-3-en-1-yl]butan-1-ol",1747971,,CC1=CC[C@@H](C1(C)C)CC[C@@H](C)CO,,,,1.45E+01,ppb,14.5,peculiar sandalwood\\\'s strongly excellent smell,,224
449,"(-)-(2S)-2-methyl-4-[(1R)-2,2,3-trimethylcyclopent-3-en-1-yl]butan-1-ol",1747972,,CC1=CC[C@H](C1(C)C)CC[C@H](C)CO,,,,1.77E+02,ppb,177.0,weak and less preferred enantiomer,,224
450,"(1R,3R,1\\\'S,2\\\'R,4\\\'S,6\\\'S)-(+)-threo-trans-3-isocamphylcyclohexanol",0,,C[C@H]1[C@H]2C[C@H](C[C@@H]2[C@@H]3CCC[C@@H](O)C3)C1(C)C,C[C@H]1[C@H]2C[C@H](C[C@@H]2[C@@H]3CCC[C@@H](O)C3)C1(C)C,ChemDraw + Cactus,DW,2.00E-01,ppb,0.2,"Strong, diffusive, and sandalwood-like odor; natural sandalwood odor, but very strong and keen",,225
451,"(1S,3S,1\\\'R,2\\\'S,4\\\'R,6\\\'R)-(-)-threo-trans-3-isocamphylcyclohexanol",0,,C[C@@H]1[C@@H]2C[C@@H](C[C@H]2[C@H]3CCC[C@H](O)C3)C1(C)C,C[C@@H]1[C@@H]2C[C@@H](C[C@H]2[C@H]3CCC[C@H](O)C3)C1(C)C,ChemDraw + Cactus,DW,2.00E+02,ppb,200.0,"weak, moldy and woody odor",,225
452,"(1S,3S,1\\\'S,2\\\'R,4\\\'S,6\\\'S) (+)-erythro-trans-3-isocamphylcyclohexanol",0,,C[C@H]1[C@H]2C[C@H](C[C@@H]2[C@H]3CCC[C@H](O)C3)C1(C)C,C[C@H]1[C@H]2C[C@H](C[C@@H]2[C@H]3CCC[C@H](O)C3)C1(C)C,ChemDraw + Cactus,DW,7.00E+00,ppb,7.0,"sandalwood like odor without moldy feeling, and it is sufficiently diffusive",,226
453,"(1R,3R,1\\\'R,2\\\'S,4\\\'R,6\\\'R)-(-)-erythro-trans-3-isocamphylcyclohexanol",0,,C[C@@H]1[C@@H]2C[C@@H](C[C@H]2[C@@H]3CCC[C@@H](O)C3)C1(C)C,C[C@@H]1[C@@H]2C[C@@H](C[C@H]2[C@@H]3CCC[C@@H](O)C3)C1(C)C,ChemDraw + Cactus,DW,3.00E+00,ppb,3.0,"strong, warm sandalwood odor",,226
454,"(2S,3R,4E)-3-methyl-4-[(1R,2R,6R,7R)-tricyclo[5.2.1.02,6]dec-4-en-8-ylidene]butan-2-ol",91749106,https://pubchem.ncbi.nlm.nih.gov/compound/91749106,C[C@H](O)[C@H](C)\\C=C\\1C[C@H]2C[C@@H]1[C@@H]3C=CC[C@H]23,C[C@H](O)[C@H](C)\\C=C\\1C[C@H]2C[C@@H]1[C@@H]3C=CC[C@H]23,Cactus,DW,5.00E+00,ppb,5.0,"very strong, sandal(wood), animalic",,227
455,"(2R,3S,4E)-3-methyl-4-[(1S,2S,6S,7S)-tricyclo[5.2.1.02,6]dec-4-en-8-ylidene]butan-2-ol",91749106,Copy and pasted the name into Google,C[C@@H](O)[C@@H](C)\\C=C\\1C[C@@H]2C[C@H]1[C@H]3C=CC[C@@H]23,C[C@@H](O)[C@@H](C)\\C=C\\1C[C@@H]2C[C@H]1[C@H]3C=CC[C@@H]23,Cactus,DW,1.68E+02,ppb,168.0,"weak, woody",,227
456,"(2R,3S,4E)-3-methyl-4-[(1R,2R,6R,7R)-tricyclo[5.2.1.02,6]dec-4-en-8-ylidene]butan-2-ol",91749106,"""""",C[C@@H](O)[C@@H](C)\\C=C\\1C[C@H]2C[C@@H]1[C@@H]3C=CC[C@H]23,C[C@@H](O)[C@@H](C)\\C=C\\1C[C@H]2C[C@@H]1[C@@H]3C=CC[C@H]23,Cactus,DW,7.00E+01,ppb,70.0,"sandal(wood), animalic",,228
457,"(2S,3R,4E)-3-methyl-4-[(1S,2S,6S,7S)-tricyclo[5.2.1.02,6]dec-4-en-8-ylidene]butan-2-ol",91749106,"""""",C[C@H](O)[C@H](C)\\C=C\\1C[C@@H]2C[C@H]1[C@H]3C=CC[C@@H]23,C[C@H](O)[C@H](C)\\C=C\\1C[C@@H]2C[C@H]1[C@H]3C=CC[C@@H]23,Cactus,DW,7.20E+01,ppb,72.0,woody,,228
458,"(2R,3R,4E)-3-methyl-4-[(1R,2R,6R,7R)-tricyclo[5.2.1.02,6]dec-4-en-8-ylidene]butan-2-ol",91749106,"""""",C[C@@H](O)[C@H](C)\\C=C\\1C[C@H]2C[C@@H]1[C@@H]3C=CC[C@H]23,C[C@@H](O)[C@H](C)\\C=C\\1C[C@H]2C[C@@H]1[C@@H]3C=CC[C@H]23,Cactus,DW,1.37E+02,ppb,137.0,"sandal(wood), floral",,229
459,"(2S,3S,4E)-3-methyl-4-[(1S,2S,6S,7S)-tricyclo[5.2.1.02,6]dec-4-en-8-ylidene]butan-2-ol",91749106,"""""",C[C@H](O)[C@@H](C)\\C=C\\1C[C@@H]2C[C@H]1[C@H]3C=CC[C@@H]23,C[C@H](O)[C@@H](C)\\C=C\\1C[C@@H]2C[C@H]1[C@H]3C=CC[C@@H]23,Cactus,DW,1.59E+02,ppb,159.0,very weak floral,,229
460,"(2S,3S,4E)-3-methyl-4-[(1R,2R,6R,7R)-tricyclo[5.2.1.02,6]dec-4-en-8-ylidene]butan-2-ol",91749106,"""""",C[C@H](O)[C@@H](C)\\C=C\\1C[C@H]2C[C@@H]1[C@@H]3C=CC[C@H]23,C[C@H](O)[C@@H](C)\\C=C\\1C[C@H]2C[C@@H]1[C@@H]3C=CC[C@H]23,Cactus,DW,4.60E+01,ppb,46.0,"strong sandal(wood), floral",,230
461,"(2R,3R,4E)-3-methyl-4-[(1S,2S,6S,7S)-tricyclo[5.2.1.02,6]dec-4-en-8-ylidene]butan-2-ol",91749106,"""""",C[C@@H](O)[C@H](C)\\C=C\\1C[C@@H]2C[C@H]1[C@H]3C=CC[C@@H]23,C[C@@H](O)[C@H](C)\\C=C\\1C[C@@H]2C[C@H]1[C@H]3C=CC[C@@H]23,Cactus,DW,2.04E+02,ppb,204.0,weak floral,,230
462,(+)-camphor,159055,,C[C@@]12CC[C@@H](C1(C)C)CC2=O,,,,1.36E+00,ppm,,"Penetrating aromatic odor. Pungent, aromatic taste followed by a sensation of cold",,231
463,(-)-camphor,444294,,C[C@]12CC[C@H](C1(C)C)CC2=O,,,,5.20E-01,ppm,,Fragrant and penetrating odor. Slightly bitter and cooling taste.,',231
